Unnamed: 0,Addresse,Lat,Lng,Name,Rating,Points,geometry
519,"Rue de la Serre 25, 2300 La Chaux-de-Fonds, Switzerland",47.102757800000006,6.828237,"Italpanini, Emilio Munastra",4.4,POINT (6.828237 47.10275780000001),POINT (6.828237 47.10275780000001)
520,"Avenue Léopold-Robert 13, 2300 La Chaux-de-Fonds, Switzerland",47.102594599999996,6.830321199999998,Trattoria Toscana Sàrl,3.9,POINT (6.830321199999998 47.1025946),POINT (6.830321199999998 47.1025946)
521,"Espacité, 1, 2300 La Chaux-de-Fonds, Switzerland",47.1023609,6.828532000000001,Restaurant Citérama,4.2,POINT (6.828532000000001 47.1023609),POINT (6.828532000000001 47.1023609)
522,"39, Rue de l'Hôtel-de-Ville, 2300 La Chaux-de-Fonds, Switzerland",47.1002196,6.834978200000001,Dino's Italia,4.2,POINT (6.834978200000001 47.1002196),POINT (6.834978200000001 47.1002196)
523,"Rue de la Gare 4, 2400 Le Locle, Switzerland",47.058549,6.748204200000001,"Restaurant de la Gare ""Chez Sandro""",4.7,POINT (6.748204200000001 47.058549),POINT (6.748204200000001 47.058549)
524,"Rue de la Balance 8, 2300 La Chaux-de-Fonds, Switzerland",47.1041186,6.832107799999998,Restaurant & Bar Casa Rossa,4.2,POINT (6.832107799999998 47.1041186),POINT (6.832107799999998 47.1041186)
525,"Rue Alexis-Marie-Piaget 1, 2300 La Chaux-de-Fonds, Switzerland",47.10953730000001,6.8293979999999985,Restaurant Pizzeria Rapido,4.0,POINT (6.829397999999999 47.10953730000001),POINT (6.829397999999999 47.10953730000001)
526,"Rue du Marais 16, 2400 Le Locle, Switzerland",47.06066149999999,6.7536857,Restaurant la Piccola Italia 2 Sàrl,3.9,POINT (6.7536857 47.06066149999999),POINT (6.7536857 47.06066149999999)
527,"Schwabentorplatz 7, 79098 Freiburg im Breisgau, Germany",47.992956,7.853784299999999,La Cicogna,4.3,POINT (7.853784299999999 47.992956),POINT (7.853784299999999 47.992956)
528,"Friedrichring 11, 79098 Freiburg im Breisgau, Germany",47.9983766,7.8515450000000016,Gioia Mia,4.6,POINT (7.851545000000002 47.9983766),POINT (7.851545000000002 47.9983766)
529,"Robert-Koch-Straße 26, 79106 Freiburg im Breisgau, Germany",48.003617,7.838092999999999,I Trulli,4.3,POINT (7.838092999999999 48.003617),POINT (7.838092999999999 48.003617)
530,"Wentzingerstraße 32, 79106 Freiburg im Breisgau, Germany",47.997918,7.8401049999999985,Ochsebrugg,4.5,POINT (7.840104999999999 47.997918),POINT (7.840104999999999 47.997918)
531,"Bernhardstraße 6, 79098 Freiburg im Breisgau, Germany",47.9989363,7.854437700000001,Primo Market,4.4,POINT (7.854437700000001 47.9989363),POINT (7.854437700000001 47.9989363)
532,"Gerberau 9, 79098 Freiburg im Breisgau, Germany",47.9934765,7.850891499999999,"d.o.c. - dispensa, osteria, culinaria",4.6,POINT (7.850891499999999 47.9934765),POINT (7.850891499999999 47.9934765)
533,"Rotteckring 14, 79098 Freiburg im Breisgau, Germany",47.9966201,7.847111900000001,Tizio Trattoria,4.0,POINT (7.847111900000001 47.9966201),POINT (7.847111900000001 47.9966201)
534,"Schusterstraße 7, 79098 Freiburg im Breisgau, Germany",47.994981700000004,7.8516425000000005,Milano,3.9,POINT (7.851642500000001 47.9949817),POINT (7.851642500000001 47.9949817)
535,"Quartier am, Fahnenbergpl., 79098 Freiburg im Breisgau, Germany",47.998319,7.8490797999999975,Vapiano,4.1,POINT (7.849079799999997 47.998319),POINT (7.849079799999997 47.998319)
536,"Rheinstraße 15, 79104 Freiburg im Breisgau, Germany",48.000121,7.848726400000001,Trattoria cum laude,4.3,POINT (7.848726400000001 48.000121),POINT (7.848726400000001 48.000121)
537,"Alban-Stolz-Straße 30, 79108 Freiburg im Breisgau, Germany",48.0245796,7.8593429000000015,Etna,4.6,POINT (7.859342900000001 48.0245796),POINT (7.859342900000001 48.0245796)
538,"Tennenbacher Str. 41, 79106 Freiburg im Breisgau, Germany",48.006514,7.846737999999998,Da Giorgio,4.4,POINT (7.846737999999998 48.006514),POINT (7.846737999999998 48.006514)
539,"Friedrichring 5, 79098 Freiburg im Breisgau, Germany",47.998342799999996,7.852173599999999,Firenze,3.9,POINT (7.852173599999999 47.9983428),POINT (7.852173599999999 47.9983428)
540,"Eisenbahnstraße 43, 79098 Freiburg im Breisgau, Germany",47.9972928,7.844550799999999,Casanova,3.8,POINT (7.844550799999999 47.9972928),POINT (7.844550799999999 47.9972928)
541,"Littenweilerstraße 20, 79117 Freiburg im Breisgau, Germany",47.9798214,7.892984200000001,La Corona,4.4,POINT (7.892984200000001 47.9798214),POINT (7.892984200000001 47.9798214)
542,"Bötzinger Str. 15, 79111 Freiburg im Breisgau, Germany",47.99255489999999,7.789052999999999,Dal Blu,4.2,POINT (7.789052999999999 47.99255489999999),POINT (7.789052999999999 47.99255489999999)
543,"Rieselfeldallee 19, 79111 Freiburg im Breisgau, Germany",47.9969806,7.795474799999999,Ciao Bella,4.1,POINT (7.795474799999999 47.9969806),POINT (7.795474799999999 47.9969806)
544,"Augustinerpl. 2, 79098 Freiburg im Breisgau, Germany",47.9936618,7.8515959,Tialini,3.6,POINT (7.8515959 47.9936618),POINT (7.8515959 47.9936618)
545,"Schneeburgstraße 2, 79111 Freiburg im Breisgau, Germany",47.978655100000005,7.810490700000001,Zur Schneeburg,4.3,POINT (7.810490700000001 47.9786551),POINT (7.810490700000001 47.9786551)
546,"Schwabentorplatz 6, 79098 Freiburg im Breisgau, Germany",47.9926344,7.853793400000002,Trattoria am Schwabentor,4.7,POINT (7.853793400000002 47.9926344),POINT (7.853793400000002 47.9926344)
547,"Gerberau 21, 79098 Freiburg im Breisgau, Germany",47.992960700000005,7.853448299999999,Enoteca,4.0,POINT (7.853448299999999 47.9929607),POINT (7.853448299999999 47.9929607)
548,"Rathausgasse 50, 79098 Freiburg im Breisgau, Germany",47.996334000000004,7.847550999999999,La Piazza,3.7,POINT (7.847550999999999 47.996334),POINT (7.847550999999999 47.996334)
549,"St.-Erentrudis-Straße 40, 79112 Freiburg im Breisgau, Germany",47.9698544,7.7013615999999985,Concini,4.3,POINT (7.701361599999998 47.9698544),POINT (7.701361599999998 47.9698544)
550,"Waldkircher Str. 59, 79106 Freiburg im Breisgau, Germany",48.013515000000005,7.853686,Amici,4.6,POINT (7.853686 48.01351500000001),POINT (7.853686 48.01351500000001)
551,"St.-Erentrudis-Straße 12, 79112 Freiburg im Breisgau, Germany",47.968365999999996,7.698258999999999,Limoncello,3.7,POINT (7.698258999999999 47.968366),POINT (7.698258999999999 47.968366)
552,"Rieselfeldallee 16, 79111 Freiburg im Breisgau, Germany",47.9981257,7.794132,Piazza Italia,4.4,POINT (7.794132 47.9981257),POINT (7.794132 47.9981257)
553,"Ziegelhofstraße 230, 79110 Freiburg im Breisgau, Germany",48.027249499999996,7.793381399999999,Ristorante-Pizzeria Ziegelhof,4.5,POINT (7.793381399999999 48.0272495),POINT (7.793381399999999 48.0272495)
554,"Breisacher Str. 149, 79110 Freiburg im Breisgau, Germany",48.0061566,7.827590899999999,Spacca Napoli,4.1,POINT (7.827590899999999 48.0061566),POINT (7.827590899999999 48.0061566)
555,"Am Bischofskreuz 13, 79114 Freiburg im Breisgau, Germany",48.00565539999999,7.818946700000001,Bellosguardo,4.6,POINT (7.818946700000001 48.00565539999999),POINT (7.818946700000001 48.00565539999999)
556,"Hansjakobstraße 110, 79117 Freiburg im Breisgau, Germany",47.9861306,7.8865299,San Marino,4.4,POINT (7.8865299 47.9861306),POINT (7.8865299 47.9861306)
557,"Kaiser-Joseph-Straße 282, 79098 Freiburg im Breisgau, Germany",47.990922999999995,7.8479235,Bella Italia,4.3,POINT (7.8479235 47.990923),POINT (7.8479235 47.990923)
558,"Sundgauallee 53, 79114 Freiburg im Breisgau, Germany",48.0105273,7.811171000000001,Die Krone,4.4,POINT (7.811171000000001 48.0105273),POINT (7.811171000000001 48.0105273)
559,"Sedanstraße 8, 79098 Freiburg im Breisgau, Germany",47.9947846,7.8436072,Bürgerstube,4.2,POINT (7.8436072 47.9947846),POINT (7.8436072 47.9947846)
560,"St. Georgener Str. 10, 79111 Freiburg im Breisgau, Germany",47.9859593,7.802151299999999,Pinocchio,3.9,POINT (7.802151299999999 47.9859593),POINT (7.802151299999999 47.9859593)
561,"Schwabentorring 4, 79098 Freiburg im Breisgau, Germany",47.992048,7.854195000000002,Taormina,4.2,POINT (7.854195000000002 47.992048),POINT (7.854195000000002 47.992048)
562,"Habsburgerstraße 121, 79104 Freiburg im Breisgau, Germany",47.999821600000004,7.853789699999999,Pulcinella,4.2,POINT (7.853789699999999 47.9998216),POINT (7.853789699999999 47.9998216)
563,"St.-Erentrudis-Straße 40, 79112 Freiburg im Breisgau, Germany",47.96987120000001,7.701378099999999,Zum Warteck - Restaurant Concini,4.6,POINT (7.701378099999999 47.96987120000001),POINT (7.701378099999999 47.96987120000001)
564,"Basler Landstraße 74A, 79111 Freiburg im Breisgau, Germany",47.98242,7.797619999999998,San Giorgio,4.5,POINT (7.797619999999998 47.98242),POINT (7.797619999999998 47.98242)
565,"Hexentalstraße 10, 79249 Merzhausen, Germany",47.970057000000004,7.827963199999999,Friedrichstal,4.6,POINT (7.827963199999999 47.970057),POINT (7.827963199999999 47.970057)
566,"Auwaldstraße 1A, 79110 Freiburg im Breisgau, Germany",48.02851099999999,7.804608999999999,Persio am See,4.1,POINT (7.804608999999999 48.02851099999999),POINT (7.804608999999999 48.02851099999999)
567,"Grünwälderstraße 26, 79098 Freiburg im Breisgau, Germany",47.993810499999995,7.8516174,Tialini,2.3,POINT (7.8516174 47.9938105),POINT (7.8516174 47.9938105)
568,"Scheuerleweg 21, 79227 Schallstadt, Germany",47.956826899999996,7.7569759000000005,Da Nico,4.5,POINT (7.7569759 47.9568269),POINT (7.7569759 47.9568269)
569,"Hummelstraße 20, 79100 Freiburg im Breisgau, Germany",47.98910310000001,7.842095199999998,Pizzeria Picasso,4.5,POINT (7.842095199999998 47.98910310000001),POINT (7.842095199999998 47.98910310000001)
570,"Weinbergstraße 2, 79299 Wittnau, Germany",47.940062,7.817741000000002,Engel,4.8,POINT (7.817741000000002 47.940062),POINT (7.817741000000002 47.940062)
571,"Bismarckallee 9, 79098 Freiburg im Breisgau, Germany",47.998583,7.8428556,Degusto,4.2,POINT (7.8428556 47.998583),POINT (7.8428556 47.998583)
572,"Unterstadt 19, 8200 Schaffhausen, Switzerland",47.695741,8.639292,Restaurant Rotgerbe,4.5,POINT (8.639291999999999 47.695741),POINT (8.639291999999999 47.695741)
573,"Schwertstrasse 1, 8200 Schaffhausen, Switzerland",47.697038,8.6333492,Santa Lucia Schaffhausen,4.1,POINT (8.6333492 47.697038),POINT (8.6333492 47.697038)
574,"Freier Pl. 6, 8200 Schaffhausen, Switzerland",47.6957823,8.6405052,Spaghetteria Little Italy,4.1,POINT (8.6405052 47.6957823),POINT (8.6405052 47.6957823)
575,"Grubenstrasse 92, 8200 Schaffhausen, Switzerland",47.7028153,8.6466341,Mondo Caffè,4.4,POINT (8.6466341 47.7028153),POINT (8.6466341 47.7028153)
576,"Bachstrasse 8, 8200 Schaffhausen, Switzerland",47.696064299999996,8.638459899999999,Gerberstube,4.4,POINT (8.638459899999999 47.6960643),POINT (8.638459899999999 47.6960643)
577,"Gründenstrasse 10, 8247 Flurlingen, Switzerland",47.6852372,8.6277587,Ristorante Pizzeria Made in Italy,4.7,POINT (8.627758699999999 47.6852372),POINT (8.627758699999999 47.6852372)
578,"Hohlenbaumstrasse 118, 8200 Schaffhausen, Switzerland",47.706143,8.621683299999999,Pizza Flizza,4.1,POINT (8.621683299999999 47.706143),POINT (8.621683299999999 47.706143)
579,"Unterstadt 18/20, 8200 Schaffhausen, Switzerland",47.69588579999999,8.639605099999999,Ristorante Pizzeria Romana,4.3,POINT (8.639605099999999 47.69588579999999),POINT (8.639605099999999 47.69588579999999)
580,"Vorstadt 58, 8200 Schaffhausen, Switzerland",47.699183500000004,8.635277499999999,Ristorante La Forchetta,4.3,POINT (8.635277499999999 47.6991835),POINT (8.635277499999999 47.6991835)
581,"Posthof 5, 8200 Schaffhausen, Switzerland",47.696933,8.632684,Musikhof Ljimani,4.7,POINT (8.632683999999999 47.696933),POINT (8.632683999999999 47.696933)
582,"Junkerstraße 92, 78266 Büsingen am Hochrhein, Germany",47.695889,8.6869696,Restaurant La Gondola,4.1,POINT (8.686969599999999 47.695889),POINT (8.686969599999999 47.695889)
583,"Münsterpl. 38, 8200 Schaffhausen, Switzerland",47.69562759999999,8.6354433,Ristorante La Piazza Haus zum Thiergarten,4.3,POINT (8.6354433 47.69562759999999),POINT (8.6354433 47.69562759999999)
584,"Bachstrasse 19, 8200 Schaffhausen, Switzerland",47.6963885,8.637763399999999,Pizzeria Mamma Rosa,4.2,POINT (8.637763399999999 47.6963885),POINT (8.637763399999999 47.6963885)
585,"Vorstadt 58, 8200 Schaffhausen, Switzerland",47.699183500000004,8.635277499999999,Ristorante la forchetta,4.1,POINT (8.635277499999999 47.6991835),POINT (8.635277499999999 47.6991835)
586,"Unterstadt 11, 8200 Schaffhausen, Switzerland",47.6957276,8.6397046,Pizzeria Casanova,4.3,POINT (8.6397046 47.6957276),POINT (8.6397046 47.6957276)
587,"Durachweg 24, 8200 Schaffhausen, Switzerland",47.699963000000004,8.6310605,Restaurant Mühlental,3.9,POINT (8.6310605 47.699963),POINT (8.6310605 47.699963)
588,"Mühlentalstrasse 255, 8200 Schaffhausen, Switzerland",47.71329189999999,8.6311207,Ristorante Mirabella,4.6,POINT (8.6311207 47.71329189999999),POINT (8.6311207 47.71329189999999)
589,"Obere G. 35, 7000 Chur, Switzerland",46.847922,9.530482000000001,Da Mamma,4.4,POINT (9.530482000000001 46.847922),POINT (9.530482000000001 46.847922)
590,"Kupfergasse 11, 7000 Chur, Switzerland",46.84833029999999,9.5303385,La Meridiana,4.2,POINT (9.530338499999999 46.84833029999999),POINT (9.530338499999999 46.84833029999999)
591,"Kornpl. 12, 7000 Chur, Switzerland",46.849145,9.530857000000001,Ristorante Pizzeria Capellerhof,4.2,POINT (9.530857000000001 46.849145),POINT (9.530857000000001 46.849145)
592,"Bahnhofstrasse 7, 7000 Chur, Switzerland",46.8529746,9.531019699999998,Café & Restaurant Passagino,4.1,POINT (9.531019699999998 46.8529746),POINT (9.531019699999998 46.8529746)
593,"Grabenstrasse 39, 7000 Chur, Switzerland",46.8491454,9.530194400000001,Pizzeria Mamma-Mia,4.2,POINT (9.530194400000001 46.8491454),POINT (9.530194400000001 46.8491454)
594,"Hartbertstrasse 10, 7000 Chur, Switzerland",46.8532225,9.5326165,La Pasteria Otello,4.4,POINT (9.5326165 46.8532225),POINT (9.5326165 46.8532225)
595,"Welschdörfli 1, 7000 Chur, Switzerland",46.8476463,9.528944500000001,dieci Pizza&Pasta Chur,4.1,POINT (9.528944500000001 46.8476463),POINT (9.528944500000001 46.8476463)
596,"Gürtelstrasse 27, 7000 Chur, Switzerland",46.853694,9.527032,Panizza,4.0,POINT (9.527032 46.853694),POINT (9.527032 46.853694)
597,"Steinbruchstrasse 2, 7000 Chur, Switzerland",46.8513893,9.5342896,La Vita Chur GmbH,4.4,POINT (9.534289599999999 46.8513893),POINT (9.534289599999999 46.8513893)
598,"Scalettastrasse 111, 7000 Chur, Switzerland",46.86134999999999,9.52004,Ristorante Pizzeria Neustadt,4.5,POINT (9.52004 46.86134999999999),POINT (9.52004 46.86134999999999)
599,"Vazerolgasse 12, 7000 Chur, Switzerland",46.8502,9.53287,Restaurant Obelisco,4.1,POINT (9.532870000000001 46.8502),POINT (9.532870000000001 46.8502)
600,"Deutsche Str. 35, 7000 Chur, Switzerland",46.875820000000004,9.535753,Ristorante Pizzeria Oldtimer,4.5,POINT (9.535753 46.87582),POINT (9.535753 46.87582)
601,"Ringstrasse 203, 7000 Chur, Switzerland",46.860428999999996,9.533699,Pizza da Toni Lieferservice mit Restaurant,3.7,POINT (9.533699 46.860429),POINT (9.533699 46.860429)
602,"Ringstrasse 37, 7000 Chur, Switzerland",46.85486160000001,9.5153635,dieci Pizzakurier Chur,4.1,POINT (9.515363499999999 46.85486160000001),POINT (9.515363499999999 46.85486160000001)
603,"Ringstrasse 106, 7000 Chur, Switzerland",46.85787999999999,9.5225,Pizzakurier-Mediterran Restaurant Scaletta,3.7,POINT (9.522500000000001 46.85787999999999),POINT (9.522500000000001 46.85787999999999)
604,"Tödistrasse 1, 7000 Chur, Switzerland",46.854512899999996,9.524389700000002,Sunshine Pub,4.2,POINT (9.524389700000002 46.8545129),POINT (9.524389700000002 46.8545129)
605,"Gürtelstrasse 33, 7000 Chur, Switzerland",46.854153000000004,9.527853,Pizzakurier La Mamma,4.1,POINT (9.527853 46.854153),POINT (9.527853 46.854153)
606,"Rabengasse 6, 7000 Chur, Switzerland",46.84853200000001,9.533064,Punctum Apero Bar,4.5,POINT (9.533064 46.84853200000001),POINT (9.533064 46.84853200000001)
607,"Raschärenstrasse 38, 7000 Chur, Switzerland",46.8493416,9.508962,Rheinfels,4.4,POINT (9.508962 46.8493416),POINT (9.508962 46.8493416)
608,"2 Rue Vernier, 06000 Nice, France",43.707541,7.262883500000001,Le Bistrot Vernier Bar Restaurant,0.0,POINT (7.262883500000001 43.707541),POINT (7.262883500000001 43.707541)
609,"Route de Vernier 215, 1214 Vernier, Switzerland",46.21641210000001,6.08665,Restaurant Bellevue,3.4,POINT (6.08665 46.21641210000001),POINT (6.08665 46.21641210000001)
611,"Rathauspl. 1, 79395 Neuenburg am Rhein, Germany",47.814003899999996,7.5609365,Osteria Restaurant Eiscafe Incontro,4.3,POINT (7.5609365 47.8140039),POINT (7.5609365 47.8140039)
612,"Müllheimer Str. 35, 79395 Neuenburg am Rhein, Germany",47.812075,7.569076000000001,Villa Plön,4.3,POINT (7.569076000000001 47.812075),POINT (7.569076000000001 47.812075)
613,"Marktpl. 2, 79395 Neuenburg am Rhein, Germany",47.816,7.5633300000000006,Stadthaus Restaurant,4.1,POINT (7.563330000000001 47.816),POINT (7.563330000000001 47.816)
614,"Mülhauser Str. 1, 79395 Neuenburg am Rhein, Germany",47.8159417,7.5530301999999985,Zum kleinen Hecht,4.5,POINT (7.553030199999998 47.8159417),POINT (7.553030199999998 47.8159417)
615,"1 Avenue de la Gare, 68490 Chalampé, France",47.81639939999999,7.5393087,Al Casertano,4.1,POINT (7.5393087 47.81639939999999),POINT (7.5393087 47.81639939999999)
616,"Daimlerstraße 26, 75305 Neuenbürg, Germany",48.8537942,8.580267899999999,Ristorante Pizzeria Prima Fila,4.2,POINT (8.580267899999999 48.8537942),POINT (8.580267899999999 48.8537942)
617,"Winterthurerstrasse 13, 8610 Uster, Switzerland",47.35158699999999,8.713272,Tomate,4.0,POINT (8.713272 47.35158699999999),POINT (8.713272 47.35158699999999)
618,"Zürichstrasse 7, 8610 Uster, Switzerland",47.3489678,8.715874900000001,Boulevard Restaurant Uster,4.5,POINT (8.715874900000001 47.3489678),POINT (8.715874900000001 47.3489678)
619,"Poststrasse 20, 8610 Uster, Switzerland",47.34908799999999,8.716725,"Pizzeria Ristorante Molino, Uster",4.0,POINT (8.716725 47.34908799999999),POINT (8.716725 47.34908799999999)
620,"Schlossweg 4, 8610 Uster, Switzerland",47.3454566,8.7178576,Restaurant Burg,4.2,POINT (8.7178576 47.3454566),POINT (8.7178576 47.3454566)
621,"Schulweg 7, 8610 Uster, Switzerland",47.346853100000004,8.715729099999999,Restaurant zur Kastanie,4.2,POINT (8.715729099999999 47.3468531),POINT (8.715729099999999 47.3468531)
622,"Zentralstrasse 3, 8610 Uster, Switzerland",47.3477,8.7182666,Chilli Express,4.4,POINT (8.7182666 47.3477),POINT (8.7182666 47.3477)
623,"Zentralstrasse 28, 8610 Uster, Switzerland",47.346856,8.717084,Restaurant ARENA,4.3,POINT (8.717084 47.346856),POINT (8.717084 47.346856)
624,"Sonnenbergstrasse 1, 8610 Uster, Switzerland",47.344567299999994,8.7014935,Isolabella Restaurant & Pizzeria,2.5,POINT (8.7014935 47.34456729999999),POINT (8.7014935 47.34456729999999)
625,"Aathalstrasse 42, 8610 Uster, Switzerland",47.3450076,8.731197400000001,Aladin Pizza Kurier,4.7,POINT (8.731197400000001 47.3450076),POINT (8.731197400000001 47.3450076)
626,"Poststrasse 6, 8610 Uster, Switzerland",47.349945,8.717804,Post Da Fabio,4.4,POINT (8.717803999999999 47.349945),POINT (8.717803999999999 47.349945)
627,"Brandstrasse 32, 8610 Uster, Switzerland",47.353479899999996,8.708253,Mona Lisa,4.4,POINT (8.708252999999999 47.3534799),POINT (8.708252999999999 47.3534799)
628,"Burgstrasse 81, 8610 Uster, Switzerland",47.340941,8.726653599999999,Krone,4.6,POINT (8.726653599999999 47.340941),POINT (8.726653599999999 47.340941)
629,"Gerichtsstrasse 5, 8610 Uster, Switzerland",47.3499505,8.7164805,dieci Gelateria & Caffè Uster,3.7,POINT (8.716480499999999 47.3499505),POINT (8.716480499999999 47.3499505)
630,"Schlossweg 4, 8610 Uster, Switzerland",47.344973100000004,8.7181164,Argentina Steakhouse,4.3,POINT (8.7181164 47.3449731),POINT (8.7181164 47.3449731)
631,"Seestrasse 93, 8610 Uster, Switzerland",47.34475519999999,8.7045636,Pizza Forte,4.5,POINT (8.7045636 47.34475519999999),POINT (8.7045636 47.34475519999999)
