"year","combinedStatus","fullName","sortName","primaryNationality","secondaryNationality","tertiaryNationality","gender","photoUrl","photoCredit","type","lastStatus","typeOfDeath","status","employedAs","organizations","jobs","coverage","mediums","country","location","region","state","locality","province","localOrForeign","sourcesOfFire","motiveConfirmed","accountabilityCrossfire","accountabilityAssignment","impunityMurder","tortured","captive","threatened","charges","motive","lengthOfSentence","healthProblems","impCountry","entry","sentenceDate","sentence","locationImprisoned"
"2004","Confirmed","Shinsuke Hashida",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/shinsuke_hashida_iraq_2004.jpg","","Journalist",,"Crossfire","Killed","Freelance","freelance","Print Reporter","War","Print","Iraq","near Mahmoudiya",,,"near Mahmoudiya",,"Foreign","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2009","Confirmed","Shoba",,"Sri Lanka",,,"Female",,,"Journalist",,"Crossfire","Killed","Staff","O'liveechchu","Broadcast Reporter","War","Television,Internet","Sri Lanka","Mullivaikkal",,,"Mullivaikkal",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2014","Confirmed","Simone Camilli",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","The Associated Press","Camera Operator,Photographer","Politics,War","Television,Internet","Israel and the Occupied Palestinian Territory","Beit Lahiya, Gaza",,,"Beit Lahiya, Gaza",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2008","Confirmed","Stan Storimans",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Stan.Storimans.2.Georgia.2008.1.jpg","AFP","Journalist",,"Crossfire","Killed","Staff","RTL Nieuws","Camera Operator","War","Television","Georgia","Gori",,,"Gori",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2017","Confirmed","Stephane Villeneuve",,"France",,,"Male",,,"Journalist","Killed","Crossfire","Killed","Freelance","#5BisProduction","Camera Operator","War","Television,Internet","Iraq","Mosul",,,"Mosul",,"Foreign","Political Group","Confirmed","No",,,,,,,,,,,,,,
"2017","Confirmed","Sudad Faris",,"Iraq",,,"Male",,,"Journalist","Killed","Crossfire","Killed","Staff","Salaheddin TV","Camera Operator,Producer","Corruption,Culture,Human Rights,War","Television","Iraq","Imam Gharbi, near Mosul",,,"Imam Gharbi, near Mosul",,"Local","Political Group","Confirmed","No",,,,,,,,,,,,,,
"2009","Confirmed","Suhaib Adnan",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Baghdadia TV","Camera Operator","Politics,War","Television","Iraq","Abu Ghraib",,,"Abu Ghraib",,"Local","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"1999","Confirmed","Supian Ependiyev",,"Russia",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Groznensky Rabochy","Print Reporter","War","Print","Russia","Grozny",,,"Grozny",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2007","Confirmed","Suresh Linbiyo",,"Sri Lanka",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Voice of Tigers","Technician","War","Radio","Sri Lanka","Kilinochchi",,,"Kilinochchi",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2007","Confirmed","T. Tharmalingam",,"Sri Lanka",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Voice of Tigers","Technician","War","Radio","Sri Lanka","Kilinochchi",,,"Kilinochchi",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2016","Confirmed","Taha Shawkat Al-Halou",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Freelance","Photographer,Internet Reporter","War","Internet","Syria","Daret Ezza, Aleppo province",,,"Daret Ezza, Aleppo province","Daret Ezza, Aleppo province","Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2017","Confirmed","Takieddin al-Hudhaifi",,"Yemen",,,"Male",,,"Journalist","Killed","Crossfire","Killed","Freelance","Al-Akhbariya","Camera Operator,Photographer","War","Television","Yemen","Taiz",,,"Taiz",,"Local","Political Group","Confirmed","No",,,,,,,,,,,,,,
"2012","Confirmed","Tamer al-Awam",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Freelance","Camera Operator","Human Rights,Politics,War","Television","Syria","Aleppo",,,"Aleppo",,"Local","Unknown Fire","Confirmed",,,,"No","No","No",,,,,,,,,
"2003","Confirmed","Taras Protsyuk",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/taras_protsyuk_iraq_2003.jpg","","Journalist",,"Crossfire","Killed","Staff","Reuters","Camera Operator","War","Television","Iraq","Baghdad",,,"Baghdad",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2003","Confirmed","Tareq Ayyoub",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/tareq_ayyoub_iraq_2003.jpg","","Journalist",,"Crossfire","Killed","Staff","Al-Jazeera","Broadcast Reporter","War","Television","Iraq","Baghdad",,,"Baghdad",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2003","Confirmed","Terry Lloyd",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/terry_lloyd_iraq_2003.jpg","","Journalist",,"Crossfire","Killed","Staff","ITV News","Broadcast Reporter","War","Television","Iraq","near Al-Zubayr",,,"near Al-Zubayr",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2015","Confirmed","Thaer al-Ajlani",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Sham FM; al-Watan","Broadcast Reporter,Camera Operator,Print Reporter","War","Print,Radio,Television","Syria","Damascus",,,"Damascus",,"Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"1992","Confirmed","Tihomir Tunukovic",,"Bosnia",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","BBC TV","Camera Operator","War","Television","Bosnia","Travnik",,,"Travnik",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2011","Confirmed","Tim Hetherington",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/tim%252520hetherington.rtr.jpg","Reuters","Journalist",,"Crossfire","Killed","Freelance","Freelance","Photographer","War","Print,Television","Libya","Misurata",,,"Misurata",,"Foreign","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2014","Confirmed","Turad Mohamed al-Zahouri",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Freelance","Camera Operator,Photographer,Publisher / Owner","Human Rights,Politics,War","Internet","Syria","Yabroud",,,"Yabroud",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2017","Confirmed","Veronique Robert",,"France","Switzerland",,"Female",,,"Journalist","Killed","Crossfire","Killed","Staff","#5BisProduction","Camera Operator,Photographer","War,Human Rights","Television,Internet","Iraq","Mosul",,,"Mosul",,"Foreign","Political Group","Confirmed","No",,,,,,,,,,,,,,
"1996","Confirmed","Viktor Pimenov",,"Russia",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Vaynakh Television","Camera Operator","War","Television","Russia","Grozny",,,"Grozny",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"1995","Confirmed","Vladimir Zhitarenko",,"Russia",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Krasnaya Zvezda","Print Reporter","War","Print","Russia","Grozny",,,"Grozny",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2001","Confirmed","Volker Handloik",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","freelance reporter","Print Reporter","War","Print","Afghanistan","Takhar Province",,,"Takhar Province","Takhar Province","Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"1999","Confirmed","Volker Kraemer",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/volker_kraemer_kosovo_1999.jpg","","Journalist",,"Crossfire","Killed","Staff","Stern","Photographer","War","Print","Yugoslavia","Kosovo",,,"Kosovo",,"Foreign","Paramilitary Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2017","Confirmed","Wael al-Absi",,"Yemen",,,"Male",,,"Journalist","Killed","Crossfire","Killed","Freelance","Yemen TV","Camera Operator,Photographer","War,Human Rights","Television","Yemen","Taiz",,,"Taiz",,"Local","Political Group","Confirmed","No",,,,,,,,,,,,,,
"2004","Confirmed","Waldemar Milewicz",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/waldemar_milewicz_iraq_2004.jpg","","Journalist",,"Crossfire","Killed","Staff","TVP","Broadcast Reporter","War","Television","Iraq","Mahmoudiya",,,"Mahmoudiya",,"Foreign","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2005","Confirmed","Waleed Khaled",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/waleed_khaled_iraq_2005.jpg","Reuters","Journalist",,"Crossfire","Killed","Staff","Reuters","Technician","War","Television","Iraq","Baghdad",,,"Baghdad",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2013","Confirmed","Walid Jamil Amira",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Jobar Media Center","Camera Operator,Photographer","Human Rights,Politics,War","Internet","Syria","Damascus",,,"Damascus",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2015","Confirmed","Wasem Aledel",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Maarat Media Center","Camera Operator,Photographer,Internet Reporter","Human Rights,Politics,War","Television,Internet","Syria","Binin, Idlib province ",,,"Binin, Idlib province ","Binin, Idlib province ","Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2008","Confirmed","Wissam Ali Ouda",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Afaq","Camera Operator","War","Television","Iraq","Baghdad",,,"Baghdad",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"1999","Confirmed","Xu Xinghu",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","The Guangming Daily","Print Reporter","War","Print","Yugoslavia","Belgrade",,,"Belgrade",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2013","Confirmed","Yara Abbas",,"Syria",,,"Female","https://cpj-photos.s3-us-west-2.amazonaws.com/yaraabbasafp.jpg","","Journalist",,"Crossfire","Killed","Staff","Al-Ikhbariya","Broadcast Reporter","War","Television","Syria","Al-Qusayr",,,"Al-Qusayr",,"Local","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2014","Confirmed","Yousef el-Dous",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Orient News","Broadcast Reporter","Human Rights,Politics,War","Television,Internet","Syria","Sheikh Miskeen, Daraa province",,,"Sheikh Miskeen, Daraa province","Sheikh Miskeen, Daraa province","Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2013","Confirmed","Youssef Adel Bakri (Youssef Abu Jad)",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Halab News Network","Broadcast Reporter,Camera Operator","Human Rights,War","Internet","Syria","Aleppo",,,"Aleppo",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2015","Confirmed","Youssef al-Ayzari",,"Yemen",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Suhail TV","Broadcast Reporter","Politics,War","Television","Yemen","Dhamar",,,"Dhamar",,"Local","Military Officials","Confirmed",,,,"No","Yes","No",,,,,,,,,
"2013","Confirmed","Youssef Younis",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","Freelance","Broadcast Reporter,Camera Operator","Human Rights,Politics,War","Internet","Syria","Damascus",,,"Damascus",,"Local","Military Officials","Confirmed",,,,,,,,,,,,,,,
"2007","Confirmed","Yussef Sabri",,"Iraq",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Biladi","Camera Operator","War","Television","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,,"No","No","No",,,,,,,,,
"2012","Confirmed","Yusuf Ahmed Deeb",,"Syria",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Yusuf%252520Ahmed%252520Deeb%252520SJA.cropped.jpg","(Syrian Journalists Association)","Journalist",,"Crossfire","Killed","Staff","Liwaa Al-Fatih","Editor","Human Rights,Politics,War","Print","Syria","Aleppo",,,"Aleppo",,"Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"2013","Confirmed","Yves Debay",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/yvesdebay.afp.cropped.cap.jpg","","Journalist",,"Crossfire","Killed","Staff","Assault","Internet Reporter","War","Internet","Syria","Aleppo",,,"Aleppo",,"Foreign","Unknown Fire","Confirmed",,,,"No","No","No",,,,,,,,,
"2016","Confirmed","Zabihullah Tamanna",,"Afghanistan",,,"Male",,,"Journalist",,"Crossfire","Killed","Freelance","National Public Radio","Producer","Culture,Human Rights,Politics,War","Print,Radio,Internet","Afghanistan","Marjah district, Helmand province",,,"Marjah district, Helmand province","Marjah district, Helmand province","Local","Political Group","Confirmed",,,,,,,,,,,,,,,
"2014","Confirmed","Zaher Mtawe'e",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Zebdine Coordination Committee","Camera Operator,Internet Reporter","Human Rights,Politics,War","Internet","Syria","Zebdine",,,"Zebdine",,"Local","Unknown Fire","Confirmed",,,,"No","No","No",,,,,,,,,
"2015","Confirmed","Zakaria Ibrahim",,"Syria",,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","Al-Jazeera","Camera Operator","War","Television","Syria","Taldou, Homs province",,,"Taldou, Homs province","Taldou, Homs province","Local","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
"1999","Confirmed","Zhu Ying",,,,,"Male",,,"Journalist",,"Crossfire","Killed","Staff","The Guangming Daily","Print Reporter","War","Print","Yugoslavia","Belgrade",,,"Belgrade",,"Foreign","Military Officials","Confirmed",,,,"No","No","No",,,,,,,,,
