"year","combinedStatus","fullName","sortName","primaryNationality","secondaryNationality","tertiaryNationality","gender","photoUrl","photoCredit","type","lastStatus","typeOfDeath","status","employedAs","organizations","jobs","coverage","mediums","country","location","region","state","locality","province","localOrForeign","sourcesOfFire","motiveConfirmed","accountabilityCrossfire","accountabilityAssignment","impunityMurder","tortured","captive","threatened","charges","motive","lengthOfSentence","healthProblems","impCountry","entry","sentenceDate","sentence","locationImprisoned"
"2012","Confirmed","Regina Martínez Pérez",,"Mexico",,,"Female",,,"Journalist",,"Murder","Killed","Staff","Proceso","Print Reporter","Crime,Politics","Print","Mexico","Xalapa, Veracruz",,,"Xalapa, Veracruz",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2012","Confirmed","Rehmatullah Abid",,"Pakistan",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Dunya News TV, Intikhaab","Broadcast Reporter,Camera Operator,Print Reporter","Business,Corruption,Crime,Human Rights,Politics,War","Print,Television","Pakistan","Panjgur, Baluchistan",,,"Panjgur, Baluchistan",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1995","Confirmed","Reinaldo Coutinho da Silva",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Cachoeiras Jornal",,"Corruption","Print","Brazil","São Gonçalo",,,"São Gonçalo",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2005","Confirmed","Relangi Selvarajah",,"Sri Lanka",,,"Female",,,"Journalist",,"Murder","Killed","Staff","Sri Lanka Rupavahini Corp.","Columnist / Commentator","Human Rights,Politics","Radio","Sri Lanka","Colombo",,,"Colombo",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1998","Confirmed","Rey Bancayrin",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio DXLL","Columnist / Commentator","Corruption,Crime","Radio","Philippines","Zamboanga City",,,"Zamboanga City",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2009","Confirmed","Rey Merisco",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Periodico Ini","Print Reporter","Politics","Print","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2009","Confirmed","Reynaldo Momay",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Midland Review","Photographer","Politics","Print","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2010","Confirmed","Riad al-Saray",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Al-Saray.afp.jpg","AFP","Journalist",,"Murder","Killed","Staff","Al-Iraqiya","Broadcast Reporter","Culture","Television","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1995","Confirmed","Ricardo de Mello",,"Angola",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Imparcial Fax","Editor","Politics,War","Print","Angola","Luanda",,,"Luanda",,"Local","Military Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1999","Confirmed","Ricardo Gangeme",,"Argentina",,,"Male",,,"Journalist",,"Murder","Killed","Staff","El Informador Chubutense","Editor,Publisher / Owner","Business,Corruption,Crime","Print","Argentina","Trelew",,,"Trelew",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2003","Confirmed","Richard Wild",,,,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/richard_wild_iraq_2003.jpg","","Journalist",,"Murder","Killed","Freelance","freelance","Camera Operator","War","Television","Iraq","Baghdad",,,"Baghdad",,"Foreign","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2003","Confirmed","Rico Ramirez",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","DXSF Radio","Broadcast Reporter","Corruption,Crime","Radio","Philippines","Agusan del Sur",,,"Agusan del Sur",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2010","Confirmed","Ridwan Salamun",,"Indonesia",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Sun TV","Broadcast Reporter","Culture","Television","Indonesia","Tual, Maluku Islands",,,"Tual, Maluku Islands",,"Local","Mob Violence","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2006","Confirmed","Riyad Muhammad Ali",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Talafar al-Yawm","Print Reporter","Politics,War","Print","Iraq","Mosul",,,"Mosul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2018","Confirmed","Rob Hiaasen",,"USA",,,"Male","https://cpj-photos.s3.amazonaws.com/CG-rob-hiaase_2-2018-07-02-1530566247791.jpg","Baltimore Sun Media Group","Journalist","Killed","Murder","Killed","Staff","Capital Gazette","Columnist/Commentator,Editor","Business,Culture,Politics,Sports","Internet,Print","USA","Annapolis, Maryland",,"Maryland","Annapolis, Maryland",,"Local","Local Residents","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2001","Confirmed","Robert Stevens",,"USA",,,"Male",,,"Journalist",,"Murder","Killed","Staff","The Sun","Editor","Culture","Print","USA","Boca Raton",,,"Boca Raton",,"Local","Local Residents","Confirmed",,,"Full Justice","No","No","No",,,,,,,,,
"2006","Confirmed","Roberto Marcos García",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Testimonio and Alarma","Print Reporter","Crime","Print","Mexico","Mandinga y Matoza",,,"Mandinga y Matoza",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1999","Confirmed","Rodolfo Julio Torres",,"Colombia",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Emisora Fuentes","Broadcast Reporter","Crime,Politics","Radio","Colombia","San Onofre",,,"San Onofre",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"2007","Confirmed","Rodolfo Rincón Taracena",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Tabasco Hoy","Print Reporter","Crime","Print","Mexico","Villahermosa",,,"Villahermosa",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"2013","Confirmed","Rodrigo Neto",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Rádio Vanguarda and Vale do Aço","Broadcast Reporter,Print Reporter","Crime","Print,Radio","Brazil","Ipatinga",,,"Ipatinga",,"Local","Government Officials","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2004","Confirmed","Rogelio ""Roger"" Mariano",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radyo Natin-Aksyon Radyo","Columnist / Commentator","Corruption,Crime","Radio","Philippines","Laoag City",,,"Laoag City",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2001","Confirmed","Roland Ureta",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio DYKR","Broadcast Reporter","Corruption,Crime","Radio","Philippines","Aklan Province",,,"Aklan Province","Aklan Province","Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2005","Confirmed","Rolando ""Dodong"" Morales",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","DXMD","Columnist / Commentator","Crime","Radio","Philippines","Polomolok",,,"Polomolok",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2004","Confirmed","Romeo (or Romy) Binungcal",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Remate and Bulgar","Print Reporter","Corruption","Print","Philippines","Bataan Province",,,"Bataan Province","Bataan Province","Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2009","Confirmed","Romeo Jimmy Cabillo",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Midland Review","Print Reporter","Politics","Print","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"1993","Confirmed","Romeo Lagaspi",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Voice of Zambales","Publisher / Owner","Corruption","Print","Philippines","Unknown",,,"Unknown",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2011","Confirmed","Romeo Olea",,"Philippines",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Olea.Phils.rtr.jpg","Reuters","Journalist",,"Murder","Killed","Staff","DWEB","Broadcast Reporter,Columnist / Commentator","Corruption,Politics","Radio","Philippines","Iriga City",,,"Iriga City",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2009","Confirmed","Ronnie Perante",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Gold Star Daily","Print Reporter","Politics","Print","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2009","Confirmed","Rosell Morales",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","News Focus","Print Reporter","Politics","Print","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2004","Confirmed","Rowell Endrinal",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","DZRC","Columnist / Commentator","Crime,Politics","Radio","Philippines","Legazpi City",,,"Legazpi City",,"Local","Criminal Group","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"2009","Confirmed","Rubello Bataluna",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Gold Star Daily","Print Reporter","Politics","Print","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2015","Confirmed","Rubén Espinosa Becerril",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Proceso, AVC Noticias, Cuartoscuro","Photographer","Culture,Human Rights,Politics","Print","Mexico","Mexico City",,,"Mexico City",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","Yes","No","Yes",,,,,,,,,
"2014","Confirmed","Rubylita Garcia",,"Philippines",,,"Female",,,"Journalist",,"Murder","Killed","Staff","Remate, dwAD","Broadcast Reporter,Print Reporter","Corruption,Crime","Print,Radio","Philippines","Bacoor City",,,"Bacoor City",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1995","Confirmed","Ruperto Armenta Gerardo",,"Mexico",,,"Male",,,"Journalist",,"Murder","Killed","Staff","El Regional","Editor",,"Print","Mexico","Guasave",,,"Guasave",,"Local","Local Residents","Confirmed",,,"Full Justice","Yes","No","No",,,,,,,,,
"1993","Confirmed","Saad Bakhtaoui",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","El-Minbar","Print Reporter","Politics","Print","Algeria","Algiers",,,"Algiers",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2018","Confirmed","Sabawoon Kakar",,"Afghanistan",,,"Male",,,"Journalist","Killed","Murder","Killed","Staff","Radio Azadi,Radio Free Europe/Radio Liberty","Producer","Culture,Politics,War","Print,Radio,Internet,Television","Afghanistan","Kabul",,,"Kabul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2014","Confirmed","Sadrul Alam Nipul",,"Bangladesh",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Dainik Mathabhanga","Print Reporter","Crime","Print","Bangladesh","Chuadanga",,,"Chuadanga",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2006","Confirmed","Saed Mahdi Shlash",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Rayat al-Arab","Print Reporter","War","Print","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2010","Confirmed","Safa al-Din Abdel Hamid",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Al-Mosuliya","Broadcast Reporter","Culture","Television","Iraq","Mosul",,,"Mosul",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2006","Confirmed","Safa Isma'il Enad",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","freelance","Photographer","War","Print","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2016","Confirmed","Sagal Salad Osman",,"Somalia",,,"Female",,,"Journalist",,"Murder","Killed","Staff","Radio Mogadishu","Broadcast Reporter","Culture","Radio","Somalia","Mogadishu",,,"Mogadishu",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2007","Confirmed","Sahar Hussein Ali al-Haydari",,"Iraq",,,"Female",,,"Journalist",,"Murder","Killed","Freelance","National Iraqi News Agency and Aswat al-Iraq","Print Reporter","War","Print","Iraq","Mosul",,,"Mosul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2013","Confirmed","Sai Reddy",,"India",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Deshbandhu","Print Reporter","Corruption,Culture,Politics","Print","India","Bijapur District",,,"Bijapur District",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1995","Confirmed","Saïd Brahimi",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Algerian State Television","Broadcast Reporter","War","Television","Algeria","Cherarda",,,"Cherarda",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1994","Confirmed","Said Mekbel",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Le Matin","Editor","Business,Culture,Politics,War","Print","Algeria","Algiers",,,"Algiers",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2009","Confirmed","Said Tahlil Ahmed",,"Somalia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/said_tahlil.jpg","Garowe Online","Journalist",,"Murder","Killed","Staff","HornAfrik","Publisher / Owner","Human Rights,War","Radio","Somalia","Mogadishu ",,,"Mogadishu ",,"Local","Political Group","Confirmed",,,"Partial Impunity","No","No","Yes",,,,,,,,,
"1995","Confirmed","Saïd Tazrout",,"Algeria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Le Matin","Editor","War","Print","Algeria","Tizi-Ouzou",,,"Tizi-Ouzou",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1995","Confirmed","Saïda Djebaili",,"Algeria",,,"Female",,,"Journalist",,"Murder","Killed","Staff","Al-Hayat al-Arabia","Print Reporter","War","Print","Algeria","Algiers",,,"Algiers",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"1997","Confirmed","Saidan Shafi",,"India",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Doordarshan TV","Broadcast Reporter","Politics","Television","India","Srinagar",,,"Srinagar",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1993","Confirmed","Saidmurod Yerov",,"Tajikistan",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Farkhang","Editor,Publisher / Owner",,"Print","Tajikistan","Dushanbe",,,"Dushanbe",,"Local","Paramilitary Group","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2007","Confirmed","Saif Laith Yousuf",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/saif_laith_yousuf_iraq_2007.jpg","","Journalist",,"Murder","Killed","Staff","ABC News","Technician","War","Television","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2016","Confirmed","Saif Talal",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Al-Sharqiya","Broadcast Reporter","War","Television","Iraq","Baquba, Diyala province",,,"Baquba, Diyala province","Baquba, Diyala province","Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1998","Confirmed","Saiful Alam Mukul",,"Bangladesh",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Daily Runner","Editor,Publisher / Owner","Corruption,Crime,Human Rights","Print","Bangladesh","Jessore",,,"Jessore",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2004","Confirmed","Sajid Tanoli",,"Pakistan",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Shumal","Print Reporter","Corruption","Print","Pakistan","Mansehra",,,"Mansehra",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2011","Confirmed","Saleem Shahzad",,"Pakistan",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Shahzad.rtr.jpg","Reuters","Journalist",,"Murder","Killed","Staff","Asia Times Online","Columnist / Commentator,Internet Reporter","Business,Corruption,Politics,War","Internet","Pakistan","Mandi Bahauddin",,,"Mandi Bahauddin",,"Local","Military Officials","Confirmed",,,"Complete Impunity","Yes","Yes","Yes",,,,,,,,,
"2018","Confirmed","Saleem Talash",,"Afghanistan",,,"Male",,,"Journalist","Killed","Murder","Killed","Staff","Mashal TV","Broadcast Reporter","Politics,War","Television","Afghanistan","Kabul",,,"Kabul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2007","Confirmed","Salih Saif Aldin",,,,,"Male",,,"Journalist",,"Murder","Killed","Staff","The Washington Post","Print Reporter","Politics,War","Print","Iraq","Baghdad",,,"Baghdad",,"Foreign","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2017","Confirmed","Salvador Adame Pardo",,"Mexico",,,"Male",,,"Journalist","Killed","Murder","Killed","Staff","6TV","Broadcast Reporter,Publisher/Owner","Corruption,Politics","Television","Mexico","Between May 18 and June 26, 2017",,"Michoacán","Between May 18 and June 26, 2017",,"Local","Criminal Group,Government Officials","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"2001","Confirmed","Salvador Medina Velázquez",,"Paraguay",,,"Male",,,"Journalist",,"Murder","Killed","Staff","FM Ñemity","Producer","Corruption,Crime","Radio","Paraguay","Capiibary",,,"Capiibary",,"Local","Criminal Group","Confirmed",,,"Partial Impunity","No","No","No",,,,,,,,,
"2005","Confirmed","Saman Abdullah Izzedine",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/saman_abdullah_izzedine_iraq_2005.jpg","","Journalist",,"Murder","Killed","Staff","Kirkuk TV","Broadcast Reporter","War","Television","Iraq","Kirkuk",,,"Kirkuk",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2016","Confirmed","Samer Mohammed Aboud",,"Syria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Free Deir al-Zour Radio, Development Interaction Network","Broadcast Reporter,Internet Reporter","War","Radio,Internet","Syria","Deir al-Zour",,,"Deir al-Zour",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"2016","Confirmed","Sami Jawdat Rabah",,"Syria",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Syrian Observatory for Human Rights","Photographer,Internet Reporter","War","Internet","Syria","Deir al-Zour",,,"Deir al-Zour",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"2005","Confirmed","Samir Qassir",,"Lebanon",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Qassir.Lebanon.jpg","AP","Journalist",,"Murder","Killed","Staff","Al-Nahar","Columnist / Commentator","Politics","Print","Lebanon","Beirut",,,"Beirut",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2004","Confirmed","Samuel Romã",,"Brazil",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Radio Conquista FM","Columnist / Commentator,Publisher / Owner","Corruption,Crime,Politics","Radio","Brazil","Coronel Sapucaia",,,"Coronel Sapucaia",,"Local","Government Officials","Confirmed",,,"Full Justice","No","No","No",,,,,,,,,
"2018","Confirmed","Sandeep Sharma",,"India",,,"Male",,,"Journalist","Killed","Murder","Killed","Staff","News World","Broadcast Reporter","Corruption","Television","India","Ghazipur district",,"Ghazipur district",,"Uttar Pradesh","Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"1999","Confirmed","Sander Thoenes",,"Netherlands",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/sander_thoenes_east-timor_1999.jpg",,"Journalist",,"Murder","Killed","Freelance","Freelancer","Print Reporter","War","Print","East Timor","Dili",,,"Dili",,"Foreign","Military Officials","Confirmed",,,"Complete Impunity","Yes","No","No",,,,,,,,,
"2009","Confirmed","Santos Gatchalian",,"Philippines",,,"Male",,,"Journalist",,"Murder","Killed","Staff","DXGO","Broadcast Reporter","Politics","Radio","Philippines","Ampatuan",,,"Ampatuan",,"Local","Government Officials","Confirmed",,,"Complete Impunity","Yes","Yes","No",,,,,,,,,
"2010","Confirmed","Sardasht Osman",,"Iraq",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Osman.Iraq1.jpg","AFP","Journalist",,"Murder","Killed","Freelance","freelance","Internet Reporter,Print Reporter","Corruption","Print,Internet","Iraq","Mosul",,,"Mosul",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","Yes","Yes",,,,,,,,,
"2007","Confirmed","Sarmad Hamdi Shaker",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Baghdad TV","Broadcast Reporter","War","Television","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2008","Confirmed","Sarwa Abdul-Wahab",,"Iraq",,,"Female",,,"Journalist",,"Murder","Killed","Freelance","freelance","Internet Reporter","Politics,War","Internet","Iraq","Mosul",,,"Mosul",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2003","Confirmed","Satoru Someya",,"Japan",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","freelance","Print Reporter","Crime","Print","Japan","Tokyo",,,"Tokyo",,"Local","Local Residents","Confirmed",,,"Full Justice","No","Yes","No",,,,,,,,,
"1995","Confirmed","Sayfettin Tepe",,"Turkey",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Yeni Politika","Print Reporter","Culture,Politics","Print","Turkey","Batman",,,"Batman",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"1998","Confirmed","Sayomchai Vijitwittayapong",,"Thailand",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Matichon","Print Reporter","Corruption","Print","Thailand","Phichit",,,"Phichit",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2007","Confirmed","Selvarajah Rajeewarnam",,"Sri Lanka",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Uthayan","Print Reporter","Politics,War","Print","Sri Lanka","Jaffna",,,"Jaffna",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2007","Confirmed","Serge Maheshe",,"Democratic Republic of the Congo",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Maheshe.2007.DRC1.jpg","","Journalist",,"Murder","Killed","Staff","Radio Okapi","Broadcast Reporter,Editor","War","Radio","Democratic Republic of the Congo","Bukavu",,,"Bukavu",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2018","Confirmed","Shah Marai",,"Afghanistan",,,"Male","https://cpj-photos.s3.amazonaws.com/Marai-KilledCap-2018-05-02-1525271756917.jpg","AFP","Journalist","Killed","Murder","Killed","Staff","Agence France-Presse","Photographer","War","Print,Internet","Afghanistan","Kabul",,,"Kabul",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2002","Confirmed","Shahid Soomro",,"Pakistan",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Kawish","Print Reporter","Human Rights","Print","Pakistan","Kandhkot",,,"Kandhkot",,"Local","Government Officials","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2000","Confirmed","Shamsur Rahman",,"Bangladesh",,,"Male",,,"Journalist",,"Murder","Killed","Freelance","Janakantha","Broadcast Reporter,Print Reporter","Crime","Print,Radio","Bangladesh","Jessore",,,"Jessore",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2014","Confirmed","Shan Dahar",,"Pakistan",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Abb Takk Television","Broadcast Reporter","Corruption,Crime,Politics","Television","Pakistan","Larkana",,,"Larkana",,"Local","Criminal Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2007","Confirmed","Shehab Mohammad al-Hiti",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Baghdad al-Youm","Editor","Politics","Print","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2005","Confirmed","Sheikh Belaluddin",,"Bangladesh",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Sangram","Print Reporter",,"Print","Bangladesh","Khulna",,,"Khulna",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
"2010","Confirmed","Sheikh Nur Mohamed Abkey",,"Somalia",,,"Male","https://cpj-photos.s3-us-west-2.amazonaws.com/Somalia.Abkey2.jpg","NUSOJ","Journalist",,"Murder","Killed","Staff","Radio Mogadishu","Producer","Culture,War","Radio","Somalia","Mogadishu",,,"Mogadishu",,"Local","Political Group","Confirmed",,,"Partial Impunity","Yes","Yes","Yes",,,,,,,,,
"2008","Confirmed","Shihab al-Tamimi",,"Iraq",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Iraqi Journalists Syndicate","Editor","Politics,War","Print,Radio,Television","Iraq","Baghdad",,,"Baghdad",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2018","Confirmed","Shujaat Bukhari",,"India",,,"Male","https://cpj-photos.s3.amazonaws.com/Bukhari%202%20AP-2018-06-22-1529700255957.jpg","AP/Bikas Das","Journalist","Killed","Murder","Killed","Staff","Rising Kashmir","Editor,Print Reporter","Human Rights,Politics","Print","India","Srinagar city",,"Jammu and Kashmir","Srinagar city",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","Yes",,,,,,,,,
"2002","Confirmed","Shukur Hossain",,"Bangladesh",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Anirban","Print Reporter","Corruption,Crime","Print","Bangladesh","Ula",,,"Ula",,"Local","Political Group","Confirmed",,,"Complete Impunity","No","Yes","No",,,,,,,,,
"1998","Confirmed","Simao Roberto",,"Angola",,,"Male",,,"Journalist",,"Murder","Killed","Staff","Journal de Angola","Print Reporter","Corruption,Politics","Print","Angola","Luanda",,,"Luanda",,"Local","Unknown Fire","Confirmed",,,"Complete Impunity","No","No","No",,,,,,,,,
